Label	Gene	Product																	RheaRid	AnnotatedRid	CreationDate	AmigeneStatus	PubmedID	BioProcess	Matrix	Annotator	Atot	Ctot	Gtot	Ttot	GCtot	ATtot	A1	C1	G1	T1	GC1	AT1	A2	C2	G2	T2	GC2	AT2	A3	C3	G3	T3	GC3	AT3	CAI	MW	KD	Tiny	Small	Aliphatic	Aromatic	Non_Polar	Polar	Charged	Basic	Acidic	Pi	OI
BSU25500	hemN	coproporphyrinogen III oxidase																	RHEA:15425	HEMN-RXN ; RHEA:15425 ;	20/10/2014 09:30	no	8757728, 9371469	16.2 : Construct biomass (Anabolism) ; 16.10 : Respire ;	1	adanchin	0.317544	0.1982	0.228947	0.255263	0.427193	0.572807	0.278947	0.194737	0.328947	0.197368	0.523684	0.476316	0.381579	0.178947	0.142105	0.297368	0.321053	0.678947	0.292105	0.221053	0.215789	0.271053	0.436842	0.563158	0.552684	42868.12	-0.343008	0.255937	0.422164	0.216359	0.14248	0.522427	0.477573	0.287599	0.145119	0.14248	5.546455	9.105541
BSU25510	lepA	ribosomal elongation factor, GTPase																			22/05/2007 15:53	no	17110332	16.2 : Construct biomass (Anabolism) ; 16.6 : Maintain ;	2	adanchin	0.30397	0.2159	0.253399	0.226754	0.469277	0.530723	0.28385	0.19739	0.381729	0.137031	0.579119	0.420881	0.357259	0.205546	0.132137	0.305057	0.337684	0.662316	0.270799	0.244698	0.24633	0.238173	0.491028	0.508972	0.57364	68552.195	-0.257353	0.243464	0.46732	0.243464	0.080065	0.54085	0.45915	0.295752	0.138889	0.156863	5.169838	9.544118
BSU25520	yqxA	conserved hypothetical protein																			16/01/2009 12:16	no		18 : Unknown function ;	1	gmeurice	0.339233	0.1888	0.241888	0.230088	0.430678	0.569322	0.327434	0.159292	0.327434	0.185841	0.486726	0.513274	0.362832	0.20354	0.115044	0.318584	0.318584	0.681416	0.327434	0.20354	0.283186	0.185841	0.486726	0.513274	0.523309	12502.925	-0.172321	0.294643	0.455357	0.205357	0.107143	0.526786	0.473214	0.25	0.125	0.125	5.640663	8.946429
BSU25530	spoIIP	spore autolysin (stage II sporulation)																			16/04/2007 16:06	no	17376078	16.5 : Explore ;	1	adanchin	0.314262	0.2123	0.242952	0.230514	0.455224	0.544776	0.303483	0.191542	0.340796	0.164179	0.532338	0.467662	0.368159	0.231343	0.139303	0.261194	0.370647	0.629353	0.271144	0.21393	0.248756	0.266169	0.462687	0.537313	0.52284	44546.46	-0.528928	0.281796	0.503741	0.199501	0.097257	0.483791	0.516209	0.281796	0.149626	0.13217	6.808968	8.990025
BSU25540	gpr	spore endopeptidase																			16/04/2007 16:01	no	10666631, 10986255, 12807468	16.5 : Explore ;	2	adanchin	0.31075	0.1906	0.270099	0.228546	0.460705	0.539295	0.311653	0.173442	0.387534	0.127371	0.560976	0.439024	0.349593	0.211382	0.140921	0.298103	0.352304	0.647696	0.271003	0.186992	0.281843	0.260163	0.468835	0.531165	0.518939	40281.165	-0.303533	0.269022	0.516304	0.244565	0.067935	0.508152	0.491848	0.285326	0.138587	0.146739	5.349068	9.149457
BSU25550	rpsT	ribosomal protein S20 (BS20)																			19/05/2008 12:40	no	12682299, 16629673	16.2 : Construct biomass (Anabolism) ;	3	clo	0.404494	0.2247	0.17603	0.194757	0.400749	0.599251	0.426966	0.157303	0.337079	0.078652	0.494382	0.505618	0.370787	0.337079	0.101124	0.191011	0.438202	0.561798	0.41573	0.179775	0.089888	0.314607	0.269663	0.730337	0.756783	9598.715	-0.713636	0.352273	0.545455	0.170455	0.034091	0.420455	0.579545	0.329545	0.261364	0.068182	10.936485	9.261364
BSU25560	holA	DNA polymerase delta subunit																		DNA-DIRECTED-DNA-POLYMERASE-RXN ;	28/02/2012 14:42	no	11432857, 12060778, 12682299, 9434186	16.9 : Replicate ;	1	ebelda	0.331418	0.182	0.234674	0.251916	0.416667	0.583333	0.313218	0.238506	0.301724	0.146552	0.54023	0.45977	0.408046	0.163793	0.094828	0.333333	0.258621	0.741379	0.272989	0.143678	0.307471	0.275862	0.451149	0.548851	0.52399	40501.5	-0.346686	0.184438	0.365994	0.256484	0.10951	0.492795	0.507205	0.317003	0.164265	0.152738	6.259529	8.976945
BSU25569	yqzM	conserved hypothetical protein																			16/01/2009 13:31	no			2	gmeurice	0.244444	0.1556	0.214815	0.385185	0.37037	0.62963	0.2	0.088889	0.422222	0.288889	0.511111	0.488889	0.266667	0.177778	0.111111	0.444444	0.288889	0.711111	0.266667	0.2	0.111111	0.422222	0.311111	0.688889	0.613075	4824.315	0.672727	0.272727	0.590909	0.272727	0.181818	0.613636	0.386364	0.181818	0.090909	0.090909	5.406319	8.272727
BSU25570	comEC	DNA channel for uptake in competent cells																			16/04/2007 16:21	no	12123453, 15661011, 16751195	16.5 : Explore ;	2	adanchin	0.251823	0.2145	0.230373	0.303303	0.444873	0.555127	0.267696	0.221364	0.288288	0.222651	0.509653	0.490347	0.266409	0.225225	0.138996	0.369369	0.364221	0.635779	0.221364	0.196911	0.263835	0.317889	0.460746	0.539254	0.520269	86698.025	0.299613	0.273196	0.45232	0.286082	0.132732	0.600515	0.399485	0.198454	0.113402	0.085052	6.972923	8.574742
BSU25580	comEB	putative enzyme associated to DNA transport (competence)																		DCMP-DEAMINASE-RXN ;	28/02/2012 15:14	no	7768800	16.5 : Explore ;	1	ebelda	0.301754	0.1772	0.257895	0.263158	0.435088	0.564912	0.273684	0.157895	0.368421	0.2	0.526316	0.473684	0.336842	0.205263	0.178947	0.278947	0.384211	0.615789	0.294737	0.168421	0.226316	0.310526	0.394737	0.605263	0.566699	20936.17	-0.041799	0.31746	0.481481	0.227513	0.116402	0.571429	0.428571	0.253968	0.126984	0.126984	5.467415	9.89418
BSU25590	comEA	membrane bound high-affinity DNA-binding receptor																			16/04/2007 16:12	no	16751195	16.1 : Circulate ;	3	adanchin	0.343042	0.1731	0.286408	0.197411	0.459547	0.540453	0.330097	0.126214	0.427184	0.116505	0.553398	0.446602	0.359223	0.247573	0.140777	0.252427	0.38835	0.61165	0.339806	0.145631	0.291262	0.223301	0.436893	0.563107	0.530908	21768.5	-0.330732	0.336585	0.536585	0.219512	0.04878	0.502439	0.497561	0.24878	0.112195	0.136585	5.016243	9.160976
BSU25600	comER	putative pyrroline-5'-carboxylate reductase																		PYRROLINECARBREDUCT-RXN ;	28/02/2012 15:16	no	11418582, 7968523	16.11 : Scavenge (Catabolism) ;	2	ebelda	0.311436	0.2019	0.229927	0.256691	0.431873	0.568127	0.346715	0.182482	0.306569	0.164234	0.489051	0.510949	0.310219	0.211679	0.142336	0.335766	0.354015	0.645985	0.277372	0.211679	0.240876	0.270073	0.452555	0.547445	0.52992	30219.98	0.075458	0.285714	0.468864	0.267399	0.084249	0.542125	0.457875	0.234432	0.124542	0.10989	6.199287	8.981685
BSU25610	yqeM	conserved hypothetical protein																			25/03/2007 17:21	no			1	adanchin	0.282258	0.2056	0.235215	0.276882	0.44086	0.55914	0.254032	0.185484	0.33871	0.221774	0.524194	0.475806	0.350806	0.193548	0.149194	0.306452	0.342742	0.657258	0.241935	0.237903	0.217742	0.302419	0.455645	0.544355	0.581495	28328.79	-0.25749	0.267206	0.453441	0.198381	0.149798	0.502024	0.497976	0.279352	0.105263	0.174089	4.456871	8.902834
BSU25620	rsfS	ribosomal silencing factor																			04/11/2013 13:40	no	15044829, 16980477, 22238375, 22238376, 22829778	16.3 : Control ;	2	adanchin	0.305322	0.1793	0.257703	0.257703	0.436975	0.563025	0.243697	0.176471	0.436975	0.142857	0.613445	0.386555	0.411765	0.142857	0.142857	0.302521	0.285714	0.714286	0.260504	0.218487	0.193277	0.327731	0.411765	0.588235	0.623029	13298.485	-0.272881	0.220339	0.474576	0.237288	0.101695	0.542373	0.457627	0.330508	0.135593	0.194915	4.561333	9.398305
BSU25630	yqeK	putative hydrolase																			12/04/2011 14:46	no	15175311	16.2 : Construct biomass (Anabolism) ; 16.5 : Explore ;	3	adanchin	0.290553	0.2139	0.242424	0.253119	0.456328	0.543672	0.272727	0.219251	0.352941	0.15508	0.572193	0.427807	0.363636	0.219251	0.122995	0.294118	0.342246	0.657754	0.235294	0.203209	0.251337	0.31016	0.454545	0.545455	0.56568	21281.635	-0.327957	0.225806	0.44086	0.22043	0.123656	0.543011	0.456989	0.295699	0.155914	0.139785	5.97541	9.897849
BSU25640	nadD	nicotinate-nucleotide adenylyltransferase																		NICONUCADENYLYLTRAN-RXN ; 2.7.7.1-RXN ;	14/09/2012 16:50	no	11704676, 12682299	16.2 : Construct biomass (Anabolism) ;	3	ebelda	0.291228	0.1965	0.226316	0.285965	0.422807	0.577193	0.278947	0.242105	0.278947	0.2	0.521053	0.478947	0.384211	0.178947	0.110526	0.326316	0.289474	0.710526	0.210526	0.168421	0.289474	0.331579	0.457895	0.542105	0.521717	22155.7	-0.403175	0.164021	0.396825	0.222222	0.15873	0.550265	0.449735	0.285714	0.137566	0.148148	5.275475	9.174603
BSU25650	yqeI	50S RNA-binding protein																			10/11/2015 16:56	no	12682299, 16014871, 17005971, 17105995		2	adanchin	0.367698	0.1615	0.233677	0.237113	0.395189	0.604811	0.340206	0.195876	0.329897	0.134021	0.525773	0.474227	0.412371	0.154639	0.134021	0.298969	0.28866	0.71134	0.350515	0.134021	0.237113	0.278351	0.371134	0.628866	0.654371	10757.985	-0.444792	0.229167	0.427083	0.260417	0.052083	0.46875	0.53125	0.302083	0.177083	0.125	9.166618	8.9375
BSU25660	aroE	shikimate 5-dehydrogenase																		RXN-7968 ; SHIKIMATE-5-DEHYDROGENASE-RXN ;	31/10/2013 16:35	no	12906820, 2104604, 22938038	16.2 : Construct biomass (Anabolism) ;	2	adanchin	0.321471	0.1827	0.247924	0.247924	0.430605	0.569395	0.309609	0.156584	0.373665	0.160142	0.530249	0.469751	0.33452	0.202847	0.153025	0.309609	0.355872	0.644128	0.320285	0.188612	0.217082	0.274021	0.405694	0.594306	0.546201	30606.895	-0.132857	0.282143	0.510714	0.253571	0.085714	0.542857	0.457143	0.271429	0.142857	0.128571	6.09568	9.057143
BSU25670	yqeH	GTPase involved in ribosome 30S assembly																			12/04/2011 14:45	no	12427945, 12682299, 17237168, 17895579, 18801747, 19540197, 20376346	16.2 : Construct biomass (Anabolism) ; 16.6 : Maintain ;	1	adanchin	0.303361	0.1807	0.241599	0.274296	0.422343	0.577657	0.305177	0.179837	0.340599	0.174387	0.520436	0.479564	0.348774	0.185286	0.155313	0.310627	0.340599	0.659401	0.256131	0.177112	0.228883	0.337875	0.405995	0.594005	0.590373	40997.435	-0.236339	0.245902	0.489071	0.254098	0.103825	0.535519	0.464481	0.284153	0.147541	0.136612	6.039711	9.13388
BSU25680	yqeG	putative hydrolase																			12/04/2011 14:43	no			2	adanchin	0.327553	0.1869	0.242775	0.242775	0.429672	0.570328	0.346821	0.190751	0.306358	0.156069	0.49711	0.50289	0.352601	0.150289	0.16763	0.32948	0.317919	0.682081	0.283237	0.219653	0.254335	0.242775	0.473988	0.526012	0.529916	20068.545	-0.426163	0.174419	0.418605	0.255814	0.110465	0.505814	0.494186	0.331395	0.197674	0.133721	9.603691	9.447674
BSU_misc_RNA_80	sdaM	expressed RNA																			23/02/2012 17:05		20525796			adanchin																																						
BSU25690	sda	check point factor coupling initiation of sporulation and replication initiation																			17/12/2008 10:01	no	15023339, 16796683, 19040634	16.3 : Control ; 16.5 : Explore ;	3	adanchin	0.371069	0.1509	0.157233	0.320755	0.308176	0.691824	0.396226	0.113208	0.226415	0.264151	0.339623	0.660377	0.339623	0.169811	0.132075	0.358491	0.301887	0.698113	0.377358	0.169811	0.113208	0.339623	0.283019	0.716981	0.516378	6136.855	-0.221154	0.192308	0.365385	0.288462	0.096154	0.461538	0.538462	0.307692	0.153846	0.153846	5.679649	8.730769
BSU25700	yqeF	putative lipoprotein; putative esterase																			14/03/2007 14:06	no			3	adanchin	0.315574	0.1844	0.248634	0.251366	0.43306	0.56694	0.303279	0.204918	0.327869	0.163934	0.532787	0.467213	0.352459	0.180328	0.196721	0.270492	0.377049	0.622951	0.290984	0.168033	0.221311	0.319672	0.389344	0.610656	0.532372	27638.32	-0.472016	0.255144	0.45679	0.205761	0.135802	0.534979	0.465021	0.283951	0.160494	0.123457	8.438484	9.514403
BSU25710	cwlH	N-acetylmuramoyl-L-alanine amidase																		3.5.1.28-RXN ; RXN0-5225 ;	28/02/2012 15:40	no	10515909, 10974124, 15687192	16.6 : Maintain ;	1	ebelda	0.329349	0.2205	0.22178	0.22842	0.442231	0.557769	0.346614	0.191235	0.290837	0.171315	0.482072	0.517928	0.370518	0.266932	0.139442	0.223108	0.406375	0.593625	0.270916	0.203187	0.23506	0.290837	0.438247	0.561753	0.535909	27570.205	-0.6304	0.292	0.548	0.176	0.112	0.508	0.492	0.26	0.172	0.088	9.60743	8.88
BSU25720	yqeD	conserved hypothetical protein																			14/03/2007 14:22	no	15849754, 15855514, 16850406		2	adanchin	0.259968	0.1882	0.207337	0.344498	0.395534	0.604466	0.349282	0.143541	0.282297	0.22488	0.425837	0.574163	0.191388	0.210526	0.143541	0.454545	0.354067	0.645933	0.239234	0.210526	0.196172	0.354067	0.406699	0.593301	0.512383	22935.905	1.007692	0.274038	0.456731	0.341346	0.144231	0.716346	0.283654	0.125	0.100962	0.024038	10.17524	7.793269
BSU25730	yqeC	putative hydroxyacid dehydrogenase																			14/03/2007 14:02	no	15231785		2	adanchin	0.289709	0.1767	0.275168	0.258389	0.451902	0.548098	0.271812	0.167785	0.399329	0.161074	0.567114	0.432886	0.322148	0.187919	0.191275	0.298658	0.379195	0.620805	0.275168	0.174497	0.234899	0.315436	0.409396	0.590604	0.610179	32768.06	-0.17037	0.299663	0.478114	0.212121	0.127946	0.579125	0.420875	0.26936	0.141414	0.127946	5.846062	9.683502
BSU25740	yqeB	conserved hypothetical protein																			25/03/2007 15:59	no			3	adanchin	0.284924	0.2268	0.219917	0.268326	0.44675	0.55325	0.228216	0.253112	0.340249	0.178423	0.593361	0.406639	0.311203	0.228216	0.141079	0.319502	0.369295	0.630705	0.315353	0.19917	0.178423	0.307054	0.377593	0.622407	0.600756	27196.435	-0.031667	0.258333	0.420833	0.25	0.141667	0.579167	0.420833	0.270833	0.145833	0.125	6.151543	8.808333
BSU25750	nucB	nuclease																			17/12/2010 12:33	no	17209033, 7746143	16.11 : Scavenge (Catabolism) ;	2	adanchin	0.243309	0.2044	0.306569	0.245742	0.510949	0.489051	0.233577	0.19708	0.386861	0.182482	0.583942	0.416058	0.291971	0.233577	0.233577	0.240876	0.467153	0.532847	0.20438	0.182482	0.29927	0.313869	0.481752	0.518248	0.50778	14967.385	-0.356618	0.316176	0.544118	0.183824	0.102941	0.588235	0.411765	0.257353	0.125	0.132353	5.331871	9.970588
BSU25760	spoIVCB	RNA polymerase sporulation-specific sigma-K factor precursor (Sigma-27) (N-terminal half)																			26/01/2009 10:47	no	8464402, 7704261, 2536191, 2163341, 15187183, 10974124	16.3 : Control ; 16.5 : Explore ;	2	gmeurice	0.316348	0.1762	0.227176	0.280255	0.403397	0.596603	0.350318	0.127389	0.33121	0.191083	0.458599	0.541401	0.33758	0.159236	0.159236	0.343949	0.318471	0.681529	0.261146	0.242038	0.191083	0.305732	0.433121	0.566879	0.531741	17381.445	0.082051	0.269231	0.461538	0.25641	0.141026	0.570513	0.429487	0.25641	0.153846	0.102564	8.405586	8.974359
BSU25770	spoIVCA	site-specific DNA recombinase																			23/12/2008 11:24	no	1631085, 2163341, 7704261, 8300549, 8969508	16.5 : Explore ;	3	moszer	0.377911	0.163	0.208916	0.250166	0.371923	0.628077	0.365269	0.155689	0.297405	0.181637	0.453094	0.546906	0.409182	0.161677	0.159681	0.269461	0.321357	0.678643	0.359281	0.171657	0.169661	0.299401	0.341317	0.658683	0.551929	57420.685	-0.6102	0.242	0.408	0.22	0.096	0.46	0.54	0.332	0.19	0.142	9.149635	8.934
BSU25780	arsC	thioredoxin-coupled arsenate reductase																		RXN-10737 ;	24/01/2012 16:09	no	11698660, 16192272, 16905151, 8760915, 8969508, 9537360, 17303556, 21258851, 21904062	16.5 : Explore ; 16.8 : Protect ;	3	adanchin	0.333333	0.1357	0.269048	0.261905	0.404762	0.595238	0.3	0.128571	0.385714	0.185714	0.514286	0.485714	0.378571	0.2	0.192857	0.228571	0.392857	0.607143	0.321429	0.078571	0.228571	0.371429	0.307143	0.692857	0.60846	15594.86	-0.568345	0.28777	0.510791	0.165468	0.107914	0.517986	0.482014	0.302158	0.136691	0.165468	4.936882	9.978417
BSU25790	arsB	arsenite efflux transporter																			18/05/2008 19:29	no	15849754, 16850406, 16905151, 9537360	16.1 : Circulate ;	3	adanchin	0.268012	0.1451	0.216138	0.370797	0.361191	0.638809	0.291066	0.112392	0.32853	0.268012	0.440922	0.559078	0.184438	0.201729	0.135447	0.478386	0.337176	0.662824	0.32853	0.121037	0.184438	0.365994	0.305476	0.694524	0.619149	38309.975	1.079769	0.254335	0.456647	0.346821	0.147399	0.745665	0.254335	0.130058	0.080925	0.049133	9.482887	8.390173
BSU25800	yqcK	putative thiol lyase																			18/05/2008 19:24	no	16905151, 8760915, 8969508, 9537360	16.8 : Protect ;	3	adanchin	0.342404	0.1338	0.226757	0.297052	0.360544	0.639456	0.29932	0.108844	0.346939	0.244898	0.455782	0.544218	0.408163	0.170068	0.142857	0.278912	0.312925	0.687075	0.319728	0.122449	0.190476	0.367347	0.312925	0.687075	0.58983	16689.175	-0.422603	0.260274	0.527397	0.191781	0.143836	0.479452	0.520548	0.287671	0.136986	0.150685	5.224632	9.40411
BSU25810	arsR	transcriptional regulator (ArsR family)																			30/05/2007 11:42	no	9537360	16.3 : Control ;	3	adanchin	0.371069	0.1132	0.22327	0.292453	0.336478	0.663522	0.301887	0.150943	0.292453	0.254717	0.443396	0.556604	0.433962	0.132075	0.169811	0.264151	0.301887	0.698113	0.377358	0.056604	0.207547	0.358491	0.264151	0.735849	0.550827	12286.7	-0.510476	0.257143	0.380952	0.219048	0.095238	0.466667	0.533333	0.352381	0.161905	0.190476	5.076485	9.609524
BSU25820	yqcI	conserved hypothetical protein																			18/05/2008 19:22	no	8760915, 8969508		3	adanchin	0.343791	0.1529	0.213072	0.290196	0.366013	0.633987	0.298039	0.188235	0.262745	0.25098	0.45098	0.54902	0.396078	0.192157	0.160784	0.25098	0.352941	0.647059	0.337255	0.078431	0.215686	0.368627	0.294118	0.705882	0.540492	30085.005	-0.759055	0.204724	0.425197	0.165354	0.15748	0.496063	0.503937	0.307087	0.149606	0.15748	5.413261	9.413386
BSU25830	rapE	response regulator aspartate phosphatase																			18/05/2008 19:12	no	10629174, 11679073, 12897006, 8760915, 8969508	16.3 : Control ;	3	adanchin	0.359043	0.1729	0.182624	0.285461	0.355496	0.644504	0.324468	0.172872	0.281915	0.220745	0.454787	0.545213	0.452128	0.140957	0.111702	0.295213	0.25266	0.74734	0.300532	0.204787	0.154255	0.340426	0.359043	0.640957	0.628413	44616.7	-0.507467	0.189333	0.344	0.205333	0.170667	0.52	0.48	0.322667	0.178667	0.144	6.995354	9.792
BSU25840	phrE	regulator of the activity of phosphatase RapE																			26/10/2008 16:03	no	10629174	16.3 : Control ;	2	adanchin	0.274074	0.1926	0.177778	0.355556	0.37037	0.62963	0.288889	0.133333	0.288889	0.288889	0.422222	0.577778	0.244444	0.244444	0.111111	0.4	0.355556	0.644444	0.288889	0.2	0.133333	0.377778	0.333333	0.666667	0.580698	4849.545	0.502273	0.318182	0.454545	0.25	0.136364	0.613636	0.386364	0.181818	0.113636	0.068182	8.410713	8.295455
BSU25850	yqzI	hypothetical protein; skin element																			26/10/2008 16:05	no			3	adanchin	0.352201	0.1447	0.201258	0.301887	0.345912	0.654088	0.245283	0.132075	0.320755	0.301887	0.45283	0.54717	0.415094	0.132075	0.113208	0.339623	0.245283	0.754717	0.396226	0.169811	0.169811	0.264151	0.339623	0.660377	0.485751	5874.475	-0.088462	0.230769	0.403846	0.288462	0.115385	0.519231	0.480769	0.307692	0.115385	0.192308	4.527153	7.923077
BSU25860	rttG	phage ribonuclease toxin; skin element																			21/01/2012 11:01	no	22200572	17.2 : Prophage functions ;	3	adanchin	0.37218	0.1742	0.211779	0.241855	0.385965	0.614035	0.336466	0.131579	0.349624	0.182331	0.481203	0.518797	0.415414	0.234962	0.139098	0.210526	0.37406	0.62594	0.364662	0.156015	0.146617	0.332707	0.302632	0.697368	0.60138	59666.71	-0.809793	0.293785	0.482109	0.143126	0.107345	0.461394	0.538606	0.322034	0.173258	0.148776	8.535255	9.048964
BSU25870	rttF	antitoxin factor of ribonuclease toxin RttG; skin element																			17/02/2012 16:46	no	22200572	17.2 : Prophage functions ;	3	adanchin	0.333333	0.1468	0.207254	0.312608	0.354059	0.645941	0.326425	0.124352	0.326425	0.222798	0.450777	0.549223	0.352332	0.207254	0.119171	0.321244	0.326425	0.673575	0.321244	0.108808	0.176166	0.393782	0.284974	0.715026	0.563194	21475.475	-0.106771	0.260417	0.505208	0.25	0.104167	0.520833	0.479167	0.234375	0.088542	0.145833	4.464989	8.869792
BSU25880	yqxJ	hypothetical protein; skin element																			26/10/2008 17:27	no			3	adanchin	0.369146	0.1267	0.201102	0.30303	0.327824	0.672176	0.256198	0.14876	0.338843	0.256198	0.487603	0.512397	0.471074	0.107438	0.107438	0.31405	0.214876	0.785124	0.380165	0.123967	0.157025	0.338843	0.280992	0.719008	0.581245	14322.635	-0.640833	0.158333	0.333333	0.225	0.158333	0.45	0.55	0.366667	0.166667	0.2	5.008339	8.85
BSU25890	yqxI	hypothetical protein; skin element																			26/10/2008 17:30	no			3	adanchin	0.322917	0.1729	0.2125	0.291667	0.385417	0.614583	0.26875	0.125	0.4	0.20625	0.525	0.475	0.29375	0.3	0.1125	0.29375	0.4125	0.5875	0.40625	0.09375	0.125	0.375	0.21875	0.78125	0.625429	17008.68	0.021384	0.36478	0.54717	0.238994	0.08805	0.522013	0.477987	0.251572	0.125786	0.125786	5.539619	8.339623
BSU25900	cwlA	N-acetylmuramoyl-L-alanine amidase; skin element																		3.5.1.28-RXN ; RXN0-5225 ;	28/02/2012 15:48	no	1683402, 2127796		3	ebelda	0.3663	0.1807	0.225885	0.227106	0.406593	0.593407	0.384615	0.150183	0.304029	0.161172	0.454212	0.545788	0.3663	0.234432	0.18315	0.216117	0.417582	0.582418	0.347985	0.157509	0.190476	0.304029	0.347985	0.652015	0.61176	29956.175	-0.594485	0.330882	0.511029	0.172794	0.099265	0.5	0.5	0.268382	0.194853	0.073529	9.988533	8.797794
BSU25910	yqxH	putative holin; skin element																			26/10/2008 17:36	no			3	adanchin	0.340426	0.1537	0.20331	0.3026	0.356974	0.643026	0.340426	0.120567	0.319149	0.219858	0.439716	0.560284	0.297872	0.163121	0.148936	0.390071	0.312057	0.687943	0.382979	0.177305	0.141844	0.297872	0.319149	0.680851	0.513635	15661.645	0.345714	0.257143	0.464286	0.321429	0.107143	0.578571	0.421429	0.207143	0.107143	0.1	8.136421	8.307143
BSU25920	yqxG	putative phage-related lytic exoenzyme; skin element																			26/10/2008 17:38	no			3	adanchin	0.322148	0.1823	0.221477	0.274049	0.403803	0.596197	0.318792	0.11745	0.332215	0.231544	0.449664	0.550336	0.308725	0.261745	0.16443	0.265101	0.426174	0.573826	0.338926	0.167785	0.167785	0.325503	0.33557	0.66443	0.59569	32540.17	-0.321886	0.356902	0.538721	0.198653	0.111111	0.484848	0.515152	0.225589	0.114478	0.111111	5.892525	8.774411
BSU25930	yqcE	conserved hypothetical protein; skin element																			26/10/2008 17:40	no			2	adanchin	0.351515	0.1576	0.230303	0.260606	0.387879	0.612121	0.290909	0.163636	0.327273	0.218182	0.490909	0.509091	0.454545	0.2	0.090909	0.254545	0.290909	0.709091	0.309091	0.109091	0.272727	0.309091	0.381818	0.618182	0.548897	6266.905	-0.4	0.240741	0.37037	0.222222	0.12963	0.518519	0.481481	0.296296	0.12963	0.166667	4.891914	9.388889
BSU25940	yqcD	conserved hypothetical protein; skin element																			26/10/2008 17:41	no			3	adanchin	0.348214	0.1845	0.220238	0.247024	0.404762	0.595238	0.285714	0.241071	0.303571	0.169643	0.544643	0.455357	0.357143	0.25	0.142857	0.25	0.392857	0.607143	0.401786	0.0625	0.214286	0.321429	0.276786	0.723214	0.498517	12443.59	-0.491892	0.27027	0.441441	0.225225	0.072072	0.504505	0.495495	0.234234	0.09009	0.144144	4.591881	8.891892
BSU25950	yqcC	conserved hypothetical protein																			23/12/2008 11:23	no	8760915, 8969508		3	moszer	0.363306	0.1571	0.22525	0.254314	0.38238	0.61762	0.351499	0.138965	0.326975	0.182561	0.46594	0.53406	0.441417	0.174387	0.171662	0.212534	0.346049	0.653951	0.297003	0.158038	0.177112	0.367847	0.33515	0.66485	0.590081	41769.435	-0.826776	0.259563	0.519126	0.161202	0.15847	0.491803	0.508197	0.26776	0.142077	0.125683	6.071434	10.016393
BSU25960	yqcB	hypothetical protein; skin element																			26/10/2008 17:43	no			3	adanchin	0.3663	0.1429	0.227106	0.263736	0.369963	0.630037	0.428571	0.164835	0.32967	0.076923	0.494505	0.505495	0.373626	0.164835	0.120879	0.340659	0.285714	0.714286	0.296703	0.098901	0.230769	0.373626	0.32967	0.67033	0.487858	10356.355	-0.304444	0.211111	0.477778	0.311111	0.044444	0.411111	0.588889	0.3	0.133333	0.166667	4.886574	9.722222
BSU25970	yqcA	conserved hypothetical protein																			23/12/2008 11:22	no	8760915, 8969508	16.5 : Explore ;	1	moszer	0.303972	0.2073	0.238342	0.250432	0.445596	0.554404	0.321244	0.233161	0.290155	0.15544	0.523316	0.476684	0.352332	0.212435	0.124352	0.310881	0.336788	0.663212	0.238342	0.176166	0.300518	0.284974	0.476684	0.523316	0.444922	22228.825	-0.391146	0.203125	0.427083	0.25	0.088542	0.5	0.5	0.296875	0.151042	0.145833	6.011513	9.53125
BSU25980	yqbT	putative phage capsid assembly protein; skin element																			26/10/2008 17:44	no			3	adanchin	0.299904	0.1834	0.25788	0.258835	0.441261	0.558739	0.283668	0.137536	0.415473	0.163324	0.553009	0.446991	0.338109	0.22063	0.148997	0.292264	0.369628	0.630372	0.277937	0.191977	0.209169	0.320917	0.401146	0.598854	0.500914	38239.495	-0.168966	0.278736	0.528736	0.252874	0.077586	0.534483	0.465517	0.255747	0.097701	0.158046	4.520317	9.41092
BSU25990	yqbS	conserved hypothetical protein; skin element																			26/10/2008 17:45	no			2	adanchin	0.323944	0.1831	0.241784	0.251174	0.424883	0.575117	0.274648	0.140845	0.415493	0.169014	0.556338	0.443662	0.415493	0.190141	0.098592	0.295775	0.288732	0.711268	0.28169	0.21831	0.211268	0.288732	0.429577	0.570423	0.527354	16216.28	-0.41844	0.234043	0.432624	0.241135	0.106383	0.453901	0.546099	0.347518	0.085106	0.262411	3.990852	9.737589
BSU26000	yqbR	conserved hypothetical protein; skin element																			26/10/2008 17:47	no			3	adanchin	0.287879	0.1705	0.238636	0.30303	0.409091	0.590909	0.272727	0.170455	0.386364	0.170455	0.556818	0.443182	0.272727	0.215909	0.125	0.386364	0.340909	0.659091	0.318182	0.125	0.204545	0.352273	0.329545	0.670455	0.445584	9544.82	0.251724	0.218391	0.482759	0.344828	0.034483	0.574713	0.425287	0.287356	0.137931	0.149425	5.332726	8.735632
BSU26010	yqbQ	conserved hypothetical protein; skin element																			26/10/2008 17:49	no			2	adanchin	0.325178	0.1957	0.233435	0.245668	0.429154	0.570846	0.348624	0.17737	0.293578	0.180428	0.470948	0.529052	0.370031	0.217125	0.146789	0.266055	0.363914	0.636086	0.256881	0.192661	0.259939	0.29052	0.452599	0.547401	0.536304	37047.775	-0.468098	0.282209	0.469325	0.223926	0.110429	0.469325	0.530675	0.263804	0.150307	0.113497	9.210838	8.641104
