Name	Locus_tag	StartV3	EndV3	StartV2	EndV2	Strand	Keeptot	Keeptrim	Id260210	OrigId	classif	S1_1_hyb28384002	S1_2_hyb28358602	S1_3_hyb29569102	S2_1_hyb28345202_01	S2_2_hyb28438702_01	S2_3_hyb29584002	S3_1_hyb28353902	S3_2_hyb28407302_01	S3_3_hyb29593702	S4_1_hyb28353602_01	S4_2_hyb29633702	S4_3_hyb29593902	S5_1_hyb28387702	S5_2_hyb29581902	S5_3_hyb29636602	S6_1_hyb28357602	S6_2_hyb29634602	S6_3_hyb29637702	nit_1_hyb32848302	nit_2_hyb32848802	nit_3_hyb32848702	ferm_1_hyb32835902	ferm_2_hyb32848502	ferm_3_hyb32875102	T.4.40H_1_hyb32876002	T.3.40H_1_hyb32860502	T.2.40H_1_hyb32875702	T.1.40H_1_hyb32874902	T.1.10H_1_hyb32875902	T.0.40H_1_hyb32860902	T0.0H_1_hyb32860102	T0.30H_1_hyb32876202	T1.0H_1_hyb34436402	T1.30H_1_hyb34528602	T2.0H_1_hyb34508402	T2.30H_1_hyb34549502	T3.0H_1_hyb34489302	T3.30H_1_hyb34489502	T4.0H_1_hyb34533902	T5.0H_1_hyb34489402	HiTm_1_hyb25345002	HiTm_2_hyb25344702	HiTm_3_hyb25347002	LoTm_1_hyb25348402	LoTm_2_hyb25348102	LoTm_3_hyb25348002	HiOs_1_hyb25346802	HiOs_2_hyb25344902	HiOs_3_hyb25347502	Heat_1_hyb25340602	Heat_2_hyb25344602	Heat_3_hyb25341002	Cold_1_hyb25347802	Cold_2_hyb25344502	Cold_3_hyb25340802	Etha_1_hyb25348602	Etha_2_hyb25340502	Etha_3_hyb25340702	Salt_1_hyb25345102	Salt_2_hyb25344802	Salt_3_hyb25347202	M40t45_1_hyb25414802	M40t45_2_hyb28390602	M40t45_3_hyb28463502	M40t90_1_hyb27061602	M40t90_2_hyb28384202_01	M40t90_3_hyb28384802_01	dia5_1_hyb25337802	dia5_2_hyb25340002	dia5_3_hyb25348502	dia15_1_hyb25321902	dia15_2_hyb25339602	dia15_3_hyb25339402	Diami_1_hyb27744802	Diami_2_hyb32848002	Diami_3_hyb27744702	Paraq_1_hyb29583002	Paraq_2_hyb32848102	H2O2_1_hyb32848202	H2O2_2_hyb32844902	H2O2_3_hyb27746602
yrhF	BSU27210	2780525	2780893	2779752	2780120	-1	TRUE	TRUE	-	-	-	0.0615	-0.2993	-0.3965	-0.8055	-1.1297	-0.9786	-0.6373	-0.9049	-1.5459	-0.8762	-1.4093	-1.252	-1.5558	-1.4742	-1.343	-2.2401	-2.9721	-2.2732	-1.4051	0.1629	-1.01	-1.4903	-0.0511	-0.5708	0.2887	0.345	0.1534	0.4309	0.4211	0.8229	0.6194	1.3316	0.3482	0.0183	-0.5657	-0.3079	-0.9002	-0.8348	-0.8654	-1.4531	-0.4453	0.472	-0.0133	-1.0198	-1.0071	-1.4645	-0.4539	-0.4971	-0.433	0.864	0.9688	0.5749	0.302	0.2067	-0.2239	-1.9877	-1.563	-1.7764	-0.6697	-1.152	-0.9393	-0.6657	-0.9995	0.4355	0.0255	-0.2709	0.6476	-1.008	-0.9665	-0.4282	-0.3447	0.3826	0.3127	0.2301	0.0911	-0.0852	0.436	0.5789	0.432	0.5416	-0.1865
S1030	new_2780894_2780990_c	2780894	2780990	2780121	2780217	-1	TRUE	TRUE	Id260210_1225	O_1230	5'	0.3554	-0.1157	-0.0259	-0.1726	-0.9638	-1.0088	-0.598	-0.6605	-1.4126	-0.1755	-1.1906	-0.8681	-1.1945	-1.2762	-0.8142	-1.7298	-2.715	-1.9201	-1.4276	-0.0127	-1.0499	-1.3474	-0.0823	-0.5955	0.2274	0.3203	0.14	0.3047	0.3796	0.7599	0.5743	1.2539	0.3089	0.1088	-0.5926	-0.3519	-0.8653	-0.7114	-1.0234	-1.4273	-0.4266	0.4407	0.3788	-1.0304	-0.96	-1.2095	-0.4197	-0.85	-0.3948	-0.3298	0.0932	-0.9221	0.3041	-0.8778	-0.4465	-1.8757	-2.4656	-1.3254	-0.6043	-1.2069	-0.7935	-0.5455	-1.1885	0.0356	-0.011	-0.4319	0.3598	-1.1633	-0.888	-0.656	0.05	0.5671	-1.2707	0.342	-0.0198	-0.0724	0.5592	0.561	0.3532	0.4435	-0.1585
S1031	new_2781002_2781208	2781002	2781208	2780229	2780435	1	TRUE	TRUE	Id260210_1226	O_1231	5'	-0.4038	-0.3804	-0.266	-0.597	-0.768	-1.6016	-0.6452	-1.085	-2.3424	-1.0184	-1.0972	-1.0231	-1.2851	-1.9077	-0.7929	-1.5146	-3.2911	-1.5969	0.6991	0.6474	-0.9836	-0.3143	0.7886	-1.367	-0.1802	0.1665	-0.9635	-0.6009	-0.3918	0.1728	-0.1096	0.2752	0.2439	0.1461	-0.5068	0.4076	0.1369	0.1897	0.1828	-0.298	-0.1399	0.5651	0.5687	1.2488	0.8189	0.6247	0.8074	0.2305	0.4363	0.7392	0.2451	0.96	3.4185	2.6905	2.1852	-0.3932	-0.7251	-1.1148	-0.5417	-0.9293	-0.6234	-0.2278	0.0838	-0.2271	0.0909	-0.1471	0.8318	-0.4012	-1.4356	-1.5474	-1.2646	-3.0987	-3.4679	-0.2694	0.6679	-0.9613	-0.0451	1.4399	-0.2605	0.3486	-1.275
yrhE	BSU27220	2781209	2784151	2780436	2783378	1	TRUE	TRUE	-	-	-	-1.3816	-1.6047	-1.8851	-0.9651	-1.2987	-1.7322	-1.2015	-1.5533	-2.0522	-1.2173	-1.6092	-2.3536	-1.5926	-1.4066	-1.7991	-1.5577	-2.4808	-2.0016	-0.3	0.3164	-0.2664	-0.1753	0.4382	0.0881	-0.1132	-0.078	-0.0555	-0.022	0.2158	0.179	0.0824	0.7098	1.0264	0.8563	0.6841	1.4415	0.9033	1.2066	1.0619	0.7595	1.3345	0.9039	0.9227	0.8154	0.3567	0.4925	0.1362	-0.1328	-0.1471	1.3647	1.4052	1.221	2.7804	2.3604	1.7642	-0.4554	-0.2311	-0.3827	-0.3307	-0.3563	-0.1485	-0.0175	0.0176	0.1343	0.0212	-0.1258	0.3737	-0.3445	-1.0393	-1.8522	-1.4639	-3.4271	-4.3341	-0.4256	0.333	-0.5016	0.1536	0.7404	-0.0881	0.0352	-0.9131
yrhD	BSU27230	2784170	2784652	2783397	2783879	1	TRUE	TRUE	-	-	-	-1.9435	-1.5856	-2.5255	-1.3309	-1.2974	-2.002	-1.8205	-1.7123	-2.4075	-1.8151	-1.246	-2.801	-2.0018	-0.9868	-2.3124	-1.9665	-2.5444	-2.5321	-0.2765	0.115	-0.2762	-0.1567	0.1922	0.3055	0.1001	0.0914	0.1737	0.0313	0.2662	0.2822	0.1943	0.7144	1.204	0.9547	0.7724	1.4815	1.1489	1.2573	1.2817	0.998	1.52	0.8354	1.212	0.6068	0.1548	0.3845	-0.0876	-0.1329	-0.1014	1.3404	1.4563	1.0144	2.5188	2.0076	1.4054	-0.3743	-0.3659	-0.3315	-0.2992	-0.4544	-0.1367	-0.2816	0.2576	-0.0794	0.2431	-0.0362	0.2849	-0.2206	-0.9983	-1.9761	-1.5658	-3.2591	-4.5359	-0.2573	0.0929	-0.2702	0.3716	0.5295	-0.1692	-0.3373	-0.884
yrhC	BSU27240	2784688	2784918	2783915	2784145	-1	TRUE	TRUE	-	-	-	1.6195	0.8837	2.9964	-0.2359	-0.0538	-0.1106	-0.5307	-0.2572	-1.1316	-0.525	-0.1173	-1.004	0.0313	0.6527	0.3493	1.1345	-0.1978	1.2082	1.0168	2.8142	0.7737	-0.4727	-0.2022	0.1578	0.1508	0.0934	-0.4272	-0.4621	0.1511	-0.3408	-0.4654	-0.0709	-0.1465	0.088	-0.2936	-0.0091	-0.3295	0.1031	-0.0015	-0.6068	0.2073	0.3231	1.4028	0.6122	-0.0667	-0.1011	0.0952	0.0777	-0.1877	0.4271	0.1499	0.0788	0.2732	0.0132	-0.4407	-0.6962	-0.6511	-0.8316	-1.0282	-1.283	-1.181	-1.1797	-2.2911	0.0825	-0.0002	-0.0245	0.2582	3.0241	1.3144	0.8525	4.3176	1.2883	-0.2699	3.1201	3.9758	3.2468	0.3268	0.3396	0.0476	-0.0743	-0.8308
S1032	new_2784919_2785000_c	2784919	2785000	2784146	2784227	-1	TRUE	TRUE	Id260210_1227	O_1232	intra	3.124	0.3096	4.6223	-0.3449	-0.4904	-0.5755	-0.2267	0.1832	-0.3527	0.0944	-0.2334	-0.5106	1.5916	1.6263	1.7102	3.0062	0.9532	2.7862	1.4057	3.2079	1.3382	-0.3619	-0.1694	0.6026	-0.0498	-0.2656	-0.4218	-0.6707	-0.4114	-1.0387	-0.7876	-0.5428	-0.8563	-0.6843	-0.4295	-0.6897	-0.9249	-0.6172	-0.7665	-0.7579	0.3987	-0.5888	1.9018	0.3523	-0.0702	-0.1352	0.4916	0.1573	-0.2149	-0.4149	-0.8171	-0.0464	-0.0399	-0.4801	-0.1509	-0.9518	-0.5255	-0.4271	-0.5557	-0.4531	-0.496	-0.3038	-4.6078	0.0308	-0.1302	0.0027	0.5459	3.8761	1.5097	1.2587	5.1206	1.5094	0.0054	3.7497	4.3042	3.9562	-0.0113	0.3007	-0.0499	-0.3207	-0.2005
mccB	BSU27250	2785001	2786140	2784228	2785367	-1	TRUE	TRUE	-	-	-	2.8177	-0.005	4.7303	-0.4315	-0.7898	-0.7337	-0.3312	0.2097	-0.1255	0.1025	-0.2203	-0.517	1.6167	1.7942	1.9333	3.0403	1.0314	3.1401	1.3805	3.6701	1.6355	-0.4206	0.117	0.6594	-0.0535	-0.456	-0.5019	-0.7032	-0.6093	-1.1418	-0.8913	-0.8367	-1.1216	-0.9559	-0.698	-0.8273	-1.1572	-0.8456	-0.9737	-1.1064	-0.0331	-0.6647	1.8361	0.388	0.0503	-0.1053	0.2956	0.0738	-0.1868	-0.5016	-0.6294	-0.2462	0.061	-0.3199	-0.3589	-0.9637	-0.9377	-0.7152	-0.4967	-0.6882	-0.5803	0.0349	-4.5528	0.1449	0.1809	0.2209	0.424	4.1019	1.4538	1.3235	5.0012	1.318	-0.2523	4.27	4.5988	4.2532	0.1868	0.2805	0.0859	-0.1609	-0.3782
mccA	BSU27260	2786142	2787065	2785369	2786292	-1	TRUE	TRUE	-	-	-	2.7861	0.0653	4.3579	0.0575	-0.7618	-0.8559	0.3843	0.4226	0.6125	0.9651	0.4627	0.3482	2.4527	2.2969	2.3504	3.631	1.6903	3.2495	1.3595	3.549	0.959	-0.1953	0.1615	0.1969	-0.4023	-0.6376	-0.9241	-1.0481	-0.97	-1.3519	-1.1788	-1.3298	-1.4489	-1.2328	-1.1913	-1.1984	-1.4875	-1.3254	-1.344	-1.5208	-0.6363	-1.0662	1.6021	0.3858	-0.0311	0.0546	0.3049	-0.3615	-0.4944	-0.7004	-0.8938	-0.3595	-0.0507	-0.6119	-0.9436	-1.3462	-1.2112	-1.242	-0.6653	-0.5589	-0.6742	0.3143	-4.1699	0.1422	0.117	0.0596	0.8371	3.9749	1.2481	1.2723	4.7413	1.1614	-1.1542	3.7923	4.1037	4.0052	0.1809	0.2855	0.1458	-0.0931	-0.1998
S1033	new_2787066_2787129_c	2787066	2787129	2786293	2786356	-1	TRUE	TRUE	Id260210_1228	O_1233	intra	1.6377	0.8501	1.9721	0.6934	0.219	0.0491	1.0234	0.4935	0.435	1.3816	0.9001	0.174	1.8725	1.9378	1.5087	2.9417	2.2736	2.524	0.1708	1.6239	-0.0284	-0.4124	-0.2236	-0.2796	-0.3068	-0.2556	-0.677	-0.9677	-0.8552	-1.0343	-1.153	-1.365	-1.1698	-1.5112	-1.538	-0.9251	-1.3854	-1.119	-0.9353	-1.7904	-0.5043	-0.0401	-0.1645	-0.2027	-0.5124	-0.7885	0.0317	-0.3215	-0.4704	0.0815	-0.1108	-0.1519	-0.4355	-0.5244	-1.2078	-1.1018	-1.1553	-0.8896	-0.9746	-0.8852	-0.7489	-0.3692	-1.2726	-0.1425	0.2226	-0.0512	0.5474	2.3157	1.2609	0.9241	2.8663	0.8607	-0.7349	1.7061	2.3742	1.5893	-0.1195	0.1329	-0.0227	-0.1341	-0.6418
mtnN	BSU27270	2787130	2787825	2786357	2787052	-1	TRUE	TRUE	-	-	-	0.866	0.3323	1.8632	-0.1841	-0.1095	-0.2891	0.1978	0.2909	0.1751	0.6395	0.5556	0.108	1.2725	1.7242	1.6598	2.7711	2.6748	2.7095	0.0579	1.6583	-0.2364	-0.6234	-0.2402	-0.5545	-0.1357	-0.3359	-0.5415	-0.7939	-0.6887	-0.8892	-1.0128	-1.2709	-1.1287	-1.4588	-1.4969	-0.8051	-1.3302	-0.9955	-0.987	-1.7951	-0.7393	-0.053	0.0032	-0.1476	-0.5378	-0.6685	-0.0112	-0.3234	-0.4972	0.0815	0.0924	-0.1985	-0.1157	-0.4397	-1.1329	-1.0417	-1.099	-0.8492	-0.8243	-0.8609	-0.7705	-0.3623	-1.3966	0.0075	0.2036	-0.0191	0.5979	2.0805	1.2279	1.0843	2.5875	0.8446	-0.7473	1.8465	2.5171	1.7061	0.2758	0.6337	0.0458	0.1328	-0.7359
yrrT	BSU27280	2787846	2788487	2787073	2787714	-1	TRUE	TRUE	-	-	-	3.6548	0.5851	5.5909	0.6558	0.0787	-0.1594	1.8672	1.4786	1.2243	1.5516	1.5145	1.0924	1.3699	1.9267	1.387	1.4842	0.1937	1.236	1.5991	3.4709	1.5166	0.2563	0.1448	0.8315	-0.1537	-0.5623	-0.9136	-1.2812	-0.8269	-1.4254	-1.2182	-1.5923	-1.6944	-1.629	-1.4464	-1.5335	-1.8293	-1.489	-1.6741	-1.5577	-1.2591	-2.1649	1.4541	1.3622	0.3882	0.5298	-0.0819	-0.6856	-1.0992	-0.6325	-0.7593	-1.1727	0.6324	0.6881	-0.0794	-1.7116	-1.2633	-1.3772	-0.4229	-0.5078	-0.7222	-0.3617	-5.5024	-0.0692	0.455	0.6765	1.0287	4.6833	1.7147	2.0179	5.2093	1.2374	-0.1745	5.0385	5.0428	5.0747	0.5653	0.6694	0.9793	0.5955	0.7379
S1034	new_2788570_2788634	2788570	2788634	2787797	2787861	1	TRUE	TRUE	-	O_1234	5'	0.2184	0.1431	-0.3776	1.2822	0.4838	-0.2514	0.6471	-0.0065	0.4845	1.4249	0.6184	0.4681	5.4617	5.9847	5.7801	7.5647	5.2788	7.4269	2.0814	0.894	0.0105	1.1666	0.2377	-0.8333	0.058	0.0793	-0.0492	-0.0177	-0.3289	-0.3813	-0.3988	0.7922	0.5138	1.1588	1.2509	0.7208	0.4875	0.7943	0.3864	0.7199	-2.1826	-2.1968	-2.3238	-2.2173	-2.191	-2.184	-2.2481	-1.5998	-2.1452	0.7459	-0.0559	0.3575	0.2549	0.4526	0.3799	0.9142	1.0223	0.3361	-0.1068	0.0414	0.1229	0.2204	-0.8168	-0.1853	-0.3794	-0.1304	-0.0152	0.1612	0.3421	1.4063	0.1217	0.1241	0.7524	-0.0497	-0.571	0.6	-0.3857	-0.5505	-0.5264	-0.6927	-0.0837
yrzA	BSU27290	2788680	2788883	2787907	2788110	1	TRUE	TRUE	-	-	-	0.5488	-0.2036	0.1256	0.7483	-0.3261	-0.0036	0.2888	-0.0744	0.2451	1.3299	0.4615	0.5968	2.1802	1.748	1.7389	3.6028	0.8559	3.2281	0.3274	1.3071	-0.2794	0.2986	0.7664	0.1232	-0.2382	-0.1437	-0.2998	-0.1967	-0.2231	-0.1017	-0.3707	-0.0387	-0.5656	-0.5269	-0.8292	-0.3462	-0.7482	-0.6536	-0.9192	-1.2339	-0.5074	-0.0896	-0.3852	0.3455	0.1256	-0.2203	-0.2505	-0.3668	-0.8351	0.4229	0.2241	-0.22	-0.3905	-0.4917	-1.1285	-1.4309	-1.0197	-1.6258	-1.3437	-1.6205	-1.7364	-0.5468	-0.2056	0.0087	-0.2745	-0.0165	0.2632	-0.5014	-0.2302	-0.3184	-0.6505	-0.4645	-0.7181	0.2897	0.6036	0.1489	0.4902	0.619	-0.347	-0.2843	-1.1992
yrrS	BSU27300	2788920	2789621	2788147	2788848	-1	TRUE	TRUE	-	-	-	0.7118	0.6593	1.0692	0.8706	0.649	0.7205	2.4391	2.4021	1.4968	1.9428	1.9656	1.6407	1.4082	1.6239	1.8823	0.5214	-1.1694	1.0912	-0.2198	1.4784	-0.1472	0.2709	0.9428	0.2252	-0.3188	-0.2723	-0.5536	-0.238	0.0547	0.145	-0.2841	0.364	-0.1043	-0.1767	-0.6909	0.069	-0.1739	0.1271	0.1795	-0.4274	0.1073	0.6943	0.8907	2.0711	1.9441	1.9743	0.7667	0.4473	0.2884	0.7666	0.4882	0.234	0.6861	0.2006	-0.3706	0.1312	-0.1456	0.1048	0.1146	-0.1284	-0.0592	-0.7395	-0.4966	0.3022	-0.2188	-0.3494	-0.084	0.3687	0.2599	0.2445	1.1672	0.7096	0.0359	0.2907	0.7477	0.0875	0.495	0.8404	0.8463	0.8936	0.0962
pbpI	BSU27310	2789686	2791440	2788913	2790667	-1	TRUE	TRUE	-	-	-	0.7156	0.2424	0.8065	1.1596	1.0209	1.2073	5.4264	5.3161	4.3313	4.8452	4.6286	4.3605	4.141	4.4303	4.5546	3.3884	1.4419	3.6647	-0.4019	0.7084	0.3077	-0.2809	1.1565	0.5891	0.1237	0.3647	0.0356	1.0702	1.8032	1.8021	1.2132	1.5952	1.1452	0.9368	0.6834	1.5192	1.3141	1.6173	1.5335	1.6634	-0.8676	-0.8069	-0.1663	3.9073	3.5895	3.7984	-0.5597	-0.7711	-0.7436	1.2523	1.1509	0.7679	0.068	-0.3781	-0.7197	1.3737	0.5074	1.3526	0.4661	0.5197	0.7491	0.0231	-1.1708	0.1751	0.1489	0.0188	0.1126	-0.359	-0.3678	-0.7024	1.1736	0.359	-1.2458	-0.4987	-0.1914	-0.3371	0.1422	0.7648	0.6202	0.9051	0.3682
greA	BSU27320	2791494	2791967	2790721	2791194	-1	TRUE	TRUE	-	-	-	0.6368	0.7949	0.4256	-0.1132	-0.4066	-0.1324	0.1265	-0.2298	-0.4114	0.2277	-0.1679	-0.2962	0.2241	0.0723	0.0912	-0.8805	-3.4284	-1.2661	-1.1334	0.3133	-0.9436	-1.307	-0.1493	-0.5809	-0.0202	-0.0994	-0.1592	-0.3662	-0.3579	-0.3949	-0.4225	-2.408	-2.2544	-2.4656	-2.1306	-0.8443	-1.0078	-0.8795	-0.617	-1.1752	-0.1515	-0.4433	-0.5826	-0.2015	-0.4868	-0.8666	-0.1365	-0.1877	-0.4373	0.5069	0.8695	-0.1482	-0.6854	-0.9154	-1.8245	0.2809	-0.0782	0.0264	0.0424	-0.1386	-0.09	-0.7176	0.1744	0.0881	0.2798	-0.2729	0.0395	0.6177	0.6095	0.7016	1.2017	0.7889	0.1224	1.1778	0.8964	0.287	0.3107	0.5532	0.2928	0.5201	-0.4448
S1035	new_2791968_2792100_c	2791968	2792100	2791195	2791327	-1	TRUE	TRUE	Id260210_1230	O_1235	5'	0.7283	0.2698	0.5616	0.2084	-0.5273	-0.6949	-0.0658	-0.4157	-1.294	0.6232	-0.3846	-0.3261	0.0325	-0.5219	-0.0732	-1.0516	-4.3695	-1.099	-0.8246	0.1218	-1.0941	-0.6953	-0.3465	-0.5502	-0.2516	-0.0068	-0.385	-0.4608	-0.7584	-0.471	-0.7391	-2.9418	-2.5161	-2.5641	-2.0869	-1.0252	-1.0869	-0.7557	-0.7945	-1.3507	-1.2621	-0.6249	-0.371	-0.0426	-0.088	-0.5933	0.1333	-0.3304	-0.3312	0.3541	0.2867	-0.3694	-0.3208	-1.1942	-1.813	0.422	-0.2349	-0.0682	0.2009	-0.0087	0.0064	-0.4969	-0.1446	0.1054	0.0547	-0.1872	0.2214	0.2376	0.223	0.1179	0.6894	-0.186	-0.476	0.5373	0.3001	-0.1255	0.0545	0.667	-0.2865	0.5745	-0.2523
S1036	new_2792102_2792210_c	2792102	2792210	2791329	2791437	-1	TRUE	TRUE	Id260210_1231	O_1236	5'	-0.0481	-0.4702	-0.0115	-1.0254	-1.5459	-2.2232	-0.8589	-0.7161	-1.9506	0.0809	-1.19	-0.8928	-0.6101	-0.8876	-0.166	-1.3404	-4.1923	-1.4061	-1.5788	0.2032	-1.283	-1.2593	-0.2539	-0.9328	-0.3921	-0.407	-0.5257	-0.7275	-1.4302	-1.0661	-0.9922	-2.7329	-2.3229	-2.6779	-2.2686	-1.2837	-1.6635	-1.3899	-1.5148	-1.9826	-1.3954	-1.102	-0.9318	0.2814	-0.0474	-0.1535	-0.0236	-0.6474	-0.614	-0.1852	-0.2746	-0.7275	-0.7074	-0.8019	-1.5571	-4.0639	-3.649	-3.831	-0.8211	-1.0965	-0.9167	-0.2112	-2.5156	-0.1342	0.1562	-0.4479	0.3644	-0.8713	-1.2865	-0.4203	0.037	-0.5186	-0.786	-1.4042	-0.22	-1.4604	0.1363	0.7601	0.1685	0.461	-0.715
udk	BSU27330	2792218	2792853	2791445	2792080	-1	TRUE	TRUE	-	-	-	-1.9104	-2.3451	-1.9697	-2.4106	-2.485	-2.5953	-1.4672	-1.852	-2.093	-1.4538	-1.6678	-2.3264	-1.5763	-1.6592	-1.6224	-1.9992	-4.7426	-2.1507	-1.4878	-0.0012	-1.5784	-1.4741	-0.0597	-1.0215	-0.143	-0.2028	-0.3641	-0.5106	-0.3211	-0.5248	-0.6907	-1.7945	-2.2833	-2.3278	-2.6296	-1.8237	-2.4342	-2.0166	-1.8108	-2.2059	0.9878	0.6828	-0.0346	-1.6664	-2.0007	-2.2546	-0.5846	-0.7972	-0.8504	0.9508	0.8306	0.723	-0.3145	-0.5646	-1.1256	-4.0726	-3.5366	-3.5252	-0.6745	-0.7025	-0.4458	-0.1093	-3.3495	0.1265	0.1284	-0.2135	0.3673	-1.8362	-2.0433	-2.0614	-0.2553	0.5912	0.1238	-1.7147	-0.8031	-1.4286	0.0682	0.662	0.1811	0.4115	-0.4118
yrrO	BSU27340	2792860	2794128	2792087	2793355	-1	TRUE	TRUE	-	-	-	-1.5909	-2.3832	-1.8271	-1.8049	-2.3427	-2.4854	-1.2384	-1.6325	-1.6319	-1.1284	-1.7463	-2.0427	-1.4133	-1.514	-1.3346	-1.8935	-4.7634	-1.9697	-1.4655	-0.2446	-1.4722	-1.3946	-0.0491	-0.9524	-0.117	-0.2665	-0.3119	-0.4535	-0.3362	-0.5919	-0.6886	-1.8102	-2.06	-2.1	-2.3437	-1.5687	-2.1741	-1.8027	-1.505	-1.9749	0.8886	0.5762	-0.0485	-1.8816	-2.1335	-2.1114	-0.5009	-0.9269	-0.8701	0.7551	0.638	0.2304	-0.2518	-0.8336	-1.4875	-4.0216	-3.7486	-3.6265	-0.6075	-0.7829	-0.4471	-0.0943	-2.9746	0.1446	0.3242	-0.1619	0.3215	-1.9746	-1.8444	-2.1906	-0.0655	0.6382	-0.1983	-1.6566	-0.9309	-1.3501	-0.0042	0.6488	0.0094	0.3502	-0.3429
yrrN	BSU27350	2794147	2795076	2793374	2794303	-1	TRUE	TRUE	-	-	-	-1.1914	-1.6398	-0.8332	-1.466	-2.0315	-2.0154	-0.7325	-1.0167	-1.2029	-0.6166	-1.257	-1.2662	-1.3286	-1.8266	-1.0547	-2.4829	-4.5914	-1.9565	-1.8304	0.1409	-1.5387	-1.2895	0.2189	-0.8745	-0.1699	-0.3196	-0.4788	-0.4827	-0.3249	-0.557	-0.9569	-1.9018	-1.9063	-1.9545	-2.2636	-1.5029	-2.0403	-1.7781	-1.6053	-2.119	0.2821	0.6672	-0.5717	-1.8649	-2.225	-2.4215	-0.8303	-1.1835	-1.5161	1.1652	0.8791	0.1015	-0.3644	-0.3669	-1.3778	-3.8259	-3.2656	-3.4628	-0.4382	-0.2377	-0.3146	0.0584	-3.4817	0.1067	0.1891	-0.3896	0.4351	-1.9808	-1.8617	-2.2594	0.3756	0.753	0.2159	-1.9298	-1.0889	-1.5684	0.2734	0.8876	0.111	0.389	-0.0474
yrrM	BSU27360	2795082	2795735	2794309	2794962	-1	TRUE	TRUE	-	-	-	-0.3557	-1.1811	-0.6251	-0.7807	-1.6335	-1.5713	0.0524	-0.3462	-1.1138	0.2686	-1.1858	-0.9438	-0.5244	-1.1555	-0.5728	-1.4413	-3.9002	-1.4252	-1.9995	0.3114	-1.3384	-1.7363	0.1908	-0.7746	-0.189	-0.3381	-0.5184	-0.4804	-0.3727	-0.648	-0.9939	-1.6141	-2.0136	-2.017	-2.33	-1.6669	-2.3402	-2.036	-1.9242	-2.3241	-0.6647	0.5572	-0.3386	-1.7717	-1.9302	-1.9412	-0.7396	-0.9052	-1.0309	0.4226	0.4796	0.1549	-0.1439	-0.897	-1.3383	-3.8193	-3.5588	-3.5304	-0.3946	-0.527	-0.2826	-0.3579	-3.3624	0.2029	-0.0999	-0.5951	0.1237	-1.9063	-1.8385	-1.6012	0.9049	0.7747	0.1298	-1.8465	-0.9611	-1.5326	0.4437	1.0357	0.5012	0.6548	-0.1854
S1037	new_2795736_2795840_c	2795736	2795840	2794963	2795067	-1	TRUE	TRUE	Id260210_1232	O_1237	5'	-0.2701	-1.832	0.0872	-0.0534	-1.5377	-1.9426	0.188	-0.238	-1.2445	1.1188	-1.1042	-0.6582	-0.3162	-1.153	-0.1458	-1.2706	-4.5618	-1.0696	-1.948	0.5683	-1.3263	-1.5476	0.4424	-0.6665	-0.0516	-0.0395	-0.536	-0.3803	-0.4129	-0.4289	-1.0102	-1.6723	-2.1619	-2.1161	-2.4888	-1.6593	-2.4084	-2.151	-1.9278	-2.2586	-1.0789	0.701	0.0334	-1.9413	-2.648	-2.161	-0.4883	-1.2324	-0.9025	0.2216	-0.1141	-0.0294	-0.1934	-1.1355	-1.7906	-4.1858	-4.2101	-3.528	-0.4791	-0.4861	0.2084	-0.2422	-3.6017	0.2078	-0.2107	-0.2836	0.1333	-2.0435	-1.733	-1.6265	0.8118	0.9925	-0.4117	-1.569	-0.7618	-1.6354	0.4222	0.9247	0.1896	0.7815	-0.3214
yrrL	BSU27370	2795887	2796969	2795114	2796196	-1	TRUE	TRUE	-	-	-	-0.0677	-0.4518	-0.0376	-1.7312	-1.9368	-1.9035	-1.3383	-1.5094	-1.3715	-0.8319	-1.2864	-1.4579	-1.5512	-1.4509	-1.3347	-2.2013	-4.0351	-2.0462	-1.7022	-0.1741	-1.5128	-1.6458	-0.5635	-1.2656	-0.1888	-0.2368	-0.4055	-0.3465	-0.2818	-0.2098	-0.5491	-0.6278	-1.2938	-1.5433	-1.6449	-1.0827	-1.8022	-1.8016	-2.1244	-2.7528	-0.0242	0.1737	-0.1996	-0.9026	-1.441	-1.5959	-0.0816	-0.5234	-0.5543	0.9846	0.5435	0.287	0.8284	0.3151	-0.2351	-1.2402	-1.2908	-1.1722	0.2315	0.2765	0.3567	-0.4966	-1.6431	0.1467	0.0553	-0.0575	0.3588	-0.2667	-0.1205	-0.3349	1.3154	1.5384	0.159	0.1	0.592	0.0194	0.5968	0.9264	1.0446	1.0474	0.3683
